"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-03-21",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-03-22",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-03-23",,,,,,,,,"0.00",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-03-24",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-03-25",,,,,,,,,"0.35",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-03-26",,,,,,,,,"0.15",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-03-27",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-03-28",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-03-29",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-03-30",,,,,,,,,"0.89",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-03-31",,,,,,,,,"0.18",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-01",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-02",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-03",,,,,,,,,"0.11",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-04",,,,,,,,,"0.13",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-05",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-06",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-07",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-08",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-09",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-10",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-11",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-12",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-13",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-14",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-15",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-16",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-17",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-18",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-19",,,,,,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-20",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-21",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-22",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-23",,,,,,,,,"0.76",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-24",,,,,,,,,"0.02",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-25",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-26",,,,,,,,,"0.11",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-27",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-28",,,,,,,,,"0.12",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0097","WEALLUP LAKE 1.9 WNW, WA US","48.12117","-122.342873","133.8","2020-04-29",,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-01",,,,,,,,,"0.25",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-02",,,,,,,,,"0.10",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-03",,,,,,,,,"0.16",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-04",,,,,,,,,"0.63",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-05",,,,,,,,,"0.13",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-06",,,,,,,,,"0.39",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-07",,,,,,,,,"0.16",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-08",,,,,,,,,"0.52",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-09",,,,,,,,,"0.32",",,N","0.0","T,,N","0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-10",,,,,,,,,"0.31",",,N","1.5",",,N","1.5",",,N",,,,,,,,,,,,,"0.3",",,N","0.3",",,N",,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-11",,,,,,,,,"0.37",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-12",,,,,,,,,"0.50",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-13",,,,,,,,,"0.80",",,N","5.0",",,N","5.0",",,N",,,,,,,,,,,,,"0.7",",,N","0.7",",,N",,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-14",,,,,,,,,"0.06",",,N","0.5",",,N","4.0",",,N",,,,,,,,,,,,,,,"0.1",",,N",,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-15",,,,,,,,,"0.07",",,N","1.0",",,N","2.0",",,N",,,,,,,,,,,,,,,"0.1",",,N",,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-16",,,,,,,,,"0.07",",,N","1.5",",,N","2.0",",,N",,,,,,,,,,,,,,,"0.1",",,N",,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-17",,,,,,,,,"0.00","T,,N",,,"1.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-18",,,,,,,,,"0.25",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-19",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-20",,,,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-21",,,,,,,,,"0.28",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-22",,,,,,,,,"0.24",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-23",,,,,,,,,"0.41",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-24",,,,,,,,,"0.43",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-25",,,,,,,,,"0.10",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-26",,,,,,,,,"0.31",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-27",,,,,,,,,"0.06",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-28",,,,,,,,,"0.58",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-29",,,,,,,,,"0.15",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-30",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-01-31",,,,,,,,,"0.18",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-01",,,,,,,,,"0.60",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-02",,,,,,,,,"0.53",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-03",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-04",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-05",,,,,,,,,"1.15",",,N","0.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-06",,,,,,,,,"2.10",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-07",,,,,,,,,"0.86",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-08",,,,,,,,,"0.43",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-09",,,,,,,,,"0.24",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-10",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-11",,,,,,,,,"0.00","T,,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-12",,,,,,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-13",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-14",,,,,,,,,"0.37",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-15",,,,,,,,,"0.20",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-16",,,,,,,,,"0.26",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-17",,,,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-18",,,,,,,,,"0.19",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-19",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-20",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-21",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-22",,,,,,,,,"0.12",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-23",,,,,,,,,"0.43",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-24",,,,,,,,,"0.09",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-25",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-26",,,,,,,,,"0.01",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-27",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-28",,,,,,,,,"0.00","T,,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-02-29",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-01",,,,,,,,,"0.05",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-02",,,,,,,,,"0.18",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-03",,,,,,,,,"0.65",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-04",,,,,,,,,"0.14",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-05",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-06",,,,,,,,,"0.75",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-07",,,,,,,,,"0.14",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-08",,,,,,,,,"0.24",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-09",,,,,,,,,"0.01",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-10",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-11",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-12",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-13",,,,,,,,,"0.04",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-14",,,,,,,,,"0.13",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-15",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-16",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-17",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-18",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-19",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-20",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-21",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-22",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-23",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-24",,,,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-25",,,,,,,,,"0.23",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-26",,,,,,,,,"0.08",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-27",,,,,,,,,"0.11",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-28",,,,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-29",,,,,,,,,"0.26",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1WASN0094","WEST LAKE STEVENS 2.1 S, WA US","47.963589","-122.098353","127.7","2020-03-30",,,,,,,,,"0.46",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
